id,similarity
363,0.20225995873897262
484,0.19999999999999996
28,0.19999999999999996
233,0.19999999999999996
179,0.19999999999999996
201,0.19999999999999996
55,0.1987866419864727
474,0.1978141420187361
297,0.1976423537605237
27,0.1956559480312316
555,0.19518001458970666
219,0.19518001458970666
488,0.19518001458970666
423,0.19462473604038075
418,0.19462473604038075
424,0.19462473604038075
96,0.19462473604038075
514,0.19364916731037085
523,0.19364916731037085
89,0.19364916731037085
75,0.19364916731037085
322,0.19122542764785352
152,0.19069251784911842
539,0.19069251784911842
88,0.19069251784911842
535,0.18650096164806276
118,0.18633899812498247
592,0.18633899812498247
48,0.1860521018838127
487,0.18257418583505536
374,0.18257418583505536
536,0.18257418583505536
494,0.18257418583505536
149,0.17928429140015903
183,0.17928429140015903
460,0.17928429140015903
583,0.17888543819998318
240,0.1777046633277277
237,0.17541160386140586
47,0.17541160386140586
67,0.17541160386140586
188,0.1732050807568877
277,0.1732050807568877
490,0.1732050807568877
172,0.1732050807568877
206,0.17038855027411945
519,0.16903085094570328
479,0.16903085094570328
522,0.16903085094570328
589,0.1685499656158105
165,0.16770509831248423
210,0.16770509831248423
526,0.16770509831248423
513,0.16770509831248423
359,0.16770509831248423
34,0.16770509831248423
356,0.16770509831248423
377,0.16770509831248423
159,0.1668115312456598
71,0.16609095970747995
575,0.16590488228930067
540,0.1639075094124459
52,0.1632993161855452
46,0.1632993161855452
270,0.1632993161855452
398,0.1632993161855452
594,0.16308201826336055
18,0.16269784336399212
569,0.1613743060919757
340,0.16064386578049977
170,0.16064386578049977
477,0.15811388300841897
366,0.15811388300841897
367,0.15811388300841897
169,0.15811388300841897
400,0.15811388300841897
194,0.15811388300841897
450,0.1556997888323046
142,0.1556997888323046
432,0.1556997888323046
221,0.1538967528127731
102,0.1538967528127731
263,0.1538967528127731
72,0.15118578920369088
24,0.14999999999999997
163,0.14999999999999997
120,0.14999999999999997
420,0.14999999999999997
462,0.14999999999999997
22,0.14907119849998599
368,0.14907119849998599
392,0.14907119849998599
323,0.14907119849998599
74,0.14907119849998599
476,0.14907119849998599
268,0.14907119849998599
37,0.14638501094227999
437,0.14638501094227999
588,0.14301938838683884
345,0.14301938838683884
343,0.14301938838683884
339,0.14301938838683884
461,0.14301938838683884
346,0.14301938838683884
265,0.14142135623730948
104,0.14142135623730948
501,0.14142135623730948
422,0.14142135623730948
446,0.14142135623730948
238,0.13987572123604708
68,0.13987572123604708
544,0.13987572123604708
148,0.13987572123604708
166,0.13987572123604708
352,0.13801311186847084
273,0.13693063937629152
17,0.1363988678940947
511,0.13483997249264842
316,0.13483997249264842
103,0.13483997249264842
144,0.13416407864998736
351,0.13416407864998736
578,0.13416407864998736
573,0.13185240790848063
304,0.1315587028960544
209,0.12909944487358055
411,0.12909944487358055
249,0.12909944487358055
483,0.12909944487358055
348,0.12909944487358055
439,0.12456821978060995
445,0.12403473458920847
130,0.12403473458920847
23,0.12403473458920847
505,0.12403473458920847
271,0.12403473458920847
427,0.12247448713915889
228,0.12171612389003689
114,0.12048289933537483
7,0.12048289933537483
436,0.11952286093343936
347,0.11952286093343936
208,0.11952286093343936
492,0.11952286093343936
99,0.11952286093343936
360,0.11952286093343936
295,0.11952286093343936
302,0.11858541225631422
59,0.11677484162422844
567,0.11677484162422844
497,0.11547005383792514
509,0.11547005383792514
546,0.11547005383792514
550,0.11547005383792514
287,0.11547005383792514
342,0.11547005383792514
168,0.11547005383792514
236,0.11359236684941296
337,0.11338934190276816
94,0.11338934190276816
534,0.11180339887498948
596,0.11180339887498948
154,0.11180339887498948
39,0.11180339887498948
248,0.10882143751650175
574,0.10846522890932808
408,0.10846522890932808
191,0.10846522890932808
452,0.10846522890932808
112,0.10846522890932808
180,0.10606601717798211
517,0.10540925533894598
512,0.10540925533894598
580,0.1025978352085154
331,0.1025978352085154
393,0.1025978352085154
406,0.1025978352085154
187,0.1025978352085154
4,0.1025978352085154
426,0.09999999999999998
455,0.09999999999999998
267,0.09999999999999998
147,0.09890707100936805
77,0.09759000729485333
69,0.09759000729485333
362,0.09534625892455921
440,0.09534625892455921
143,0.09534625892455921
591,0.09534625892455921
515,0.09534625892455921
232,0.09486832980505137
442,0.09325048082403138
29,0.09325048082403138
537,0.09128709291752768
538,0.09128709291752768
156,0.09128709291752768
198,0.09128709291752768
364,0.09128709291752768
2,0.08770580193070293
122,0.08606629658238703
217,0.08606629658238703
259,0.08451542547285164
292,0.08451542547285164
247,0.08451542547285164
370,0.08304547985373997
587,0.07905694150420949
349,0.07905694150420949
361,0.07905694150420949
190,0.07905694150420949
140,0.07559289460184544
195,0.07453559924999299
485,0.07453559924999299
579,0.07453559924999299
385,0.07071067811865474
283,0.07071067811865474
288,0.06741998624632421
275,0.06741998624632421
441,0.06454972243679027
260,0.062017367294604234
82,0.062017367294604234
311,0.062017367294604234
506,0.062017367294604234
115,0.05976143046671968
324,0.05976143046671968
341,0.05976143046671968
70,0.05976143046671968
332,0.05773502691896257
334,0.05773502691896257
234,0.05773502691896257
215,0.05773502691896257
243,0.05773502691896257
384,0.0563436169819011
178,0.05590169943749474
73,0.05590169943749474
225,0.05590169943749474
151,0.05590169943749474
354,0.05423261445466404
207,0.05270462766947299
56,0.05270462766947299
298,0.05270462766947299
60,0.05270462766947299
306,0.05270462766947299
372,0.0512989176042577
239,0.04999999999999999
213,0.04999999999999999
335,0.048795003647426664
554,0.047673129462279605
305,0.04564354645876384
303,0.04564354645876384
549,0.04564354645876384
256,0.04564354645876384
212,0.04564354645876384
443,0.044721359549995794
203,0.04225771273642582
308,0.0408248290463863
250,0.04016096644512494
258,0.03952847075210474
45,0.03227486121839514
51,0.03227486121839514
32,0.0
529,0.0
162,0.0
590,0.0
21,0.0
81,0.0
175,0.0
577,0.0
572,0.0
167,0.0
3,0.0
58,0.0
127,0.0
38,0.0
85,0.0
119,0.0
132,0.0
552,0.0
134,0.0
113,0.0
136,0.0
106,0.0
141,0.0
563,0.0
161,0.0
545,0.0
145,0.0
84,0.0
41,0.0
541,0.0
566,0.0
54,0.0
585,0.0
83,0.0
495,0.0
196,0.0
312,0.0
321,0.0
433,0.0
315,0.0
435,0.0
314,0.0
313,0.0
444,0.0
425,0.0
309,0.0
447,0.0
449,0.0
290,0.0
285,0.0
284,0.0
429,0.0
344,0.0
279,0.0
378,0.0
386,0.0
382,0.0
380,0.0
379,0.0
402,0.0
403,0.0
376,0.0
357,0.0
407,0.0
373,0.0
371,0.0
369,0.0
365,0.0
358,0.0
280,0.0
464,0.0
199,0.0
504,0.0
493,0.0
391,0.0
496,0.0
244,0.0
499,0.0
241,0.0
227,0.0
251,0.0
226,0.0
216,0.0
516,0.0
518,0.0
205,0.0
204,0.0
491,0.0
252,0.0
465,0.0
264,0.0
466,0.0
468,0.0
269,0.0
470,0.0
471,0.0
472,0.0
475,0.0
254,0.0
262,0.0
478,0.0
480,0.0
482,0.0
255,0.0
486,0.0
1,0.0
